,PHRASE,COUNT,ON_TOPIC,UNIQUE,SPECIFIC
79,Roman Catholic,136,1,1.0,0.0
80,insurance,828,1,1.0,0.0
81,South Bend,328,1,1.0,0.0
82,pill,627,1,1.0,0.0
83,lives,1875,1,1.0,0.0
84,admitting privileges,1415,1,1.0,0.0
85,Chief Justice,616,1,1.0,0.0
86,safe,1732,1,1.0,0.0
87,controversial,539,1,1.0,0.0
88,Constitutional Court,35,1,1.0,0.0
89,Amy Coney Barrett,63,1,1.0,0.0
90,Catholic Church,242,1,1.0,0.0
91,appeals court,560,1,1.0,0.0
92,March for Life,678,1,1.0,0.0
93,risk,1697,1,1.0,0.0
94,fetuses with,35,1,1.0,0.0
95,feminist,285,1,1.0,0.0
96,patient,1305,1,1.0,0.0
97,parents,737,1,1.0,0.0
98,termination,463,1,1.0,0.0
99,Pope Francis,113,1,1.0,0.0
100,abortion law in,158,1,1.0,0.0
101,Rhode Island,207,1,1.0,0.0
102,Holy Communion,91,1,1.0,0.0
103,Jane Roe,175,1,1.0,0.0
104,the culture wars,61,1,1.0,0.0
105,third trimester,746,1,1.0,0.0
106,female,535,1,1.0,0.0
107,Center for Reproductive,711,1,1.0,0.0
108,the womb,822,1,1.0,0.0
109,have a baby,82,1,1.0,0.0
110,unsafe,315,1,1.0,0.0
111,Right to Life,463,1,1.0,0.0
112,restrictive abortion,575,1,1.0,0.0
113,to an abortion,651,1,1.0,0.0
114,viability,757,1,1.0,0.0
115,Born Alive,407,1,1.0,0.0
116,vasectomies,44,1,1.0,0.0
117,gag rule,525,1,1.0,0.0
118,human rights,518,1,1.0,0.0
119,health care,3821,1,1.0,0.0
120,pregnant,3693,1,0.0,
121,restrictive,1219,1,0.0,
122,baby,3155,1,0.0,
123,unborn,2451,1,0.0,
124,procedure,4142,1,0.0,
125,child,3057,1,0.0,
126,anti abortion rights,211,1,0.0,
127,the pills,174,1,0.0,
128,abortion clinics,1352,1,0.0,
129,feminists,142,1,0.0,
130,a fetal heartbeat,701,1,0.0,
131,unborn child,545,1,0.0,
132,defects,86,1,0.0,
133,late term,1265,1,0.0,
134,restrictions,3751,1,0.0,
135,abortion,68190,1,0.0,
136,women,19255,1,0.0,
137,life,12564,1,0.0,
138,abortions,16029,1,0.0,
139,ban,5508,1,0.0,
140,protests,374,1,0.0,
141,babies,2383,1,0.0,
142,clinics,5206,1,0.0,
143,choice,4091,1,0.0,
144,birth,3749,1,0.0,
145,fetal,3063,1,0.0,
146,bans,2595,1,0.0,
147,banned,654,1,0.0,
148,contraceptive,333,1,0.0,
149,abortion laws,1131,1,0.0,
150,rights,11563,1,0.0,
151,health,11755,1,0.0,
152,reproductive,4631,1,0.0,
153,patients,4833,1,0.0,
154,supreme court,361,1,0.0,
155,religious,1986,1,0.0,
156,pills,994,1,0.0,
157,medical,5503,1,0.0,
158,heartbeat,2746,1,0.0,
159,born,1948,1,0.0,
160,rape,2682,1,0.0,
161,medication,1135,1,0.0,
162,killing,739,1,0.0,
163,pregnancies,1552,1,0.0,
164,pro lifers,467,1,0.0,
165,terminations,225,1,0.0,
166,pro life movement,440,1,0.0,
167,womans right to,794,1,0.0,
168,the unborn,857,1,0.0,
169,infants,481,1,0.0,
170,Planned Parenthoods,804,1,0.0,
171,abnormalities,196,1,0.0,
172,on abortion,3780,1,0.0,
173,abortion in,2360,1,0.0,
174,on abortion in,214,1,0.0,
175,an abortion,7238,1,0.0,
176,for abortion,1999,1,0.0,
177,abortion is,2668,1,0.0,
178,the pro life,835,1,0.0,
179,of abortion,3604,1,0.0,
180,the Hyde Amendment,1064,1,0.0,
181,a baby,941,1,0.0,
182,the abortion,3213,1,0.0,
183,to abortion,3638,1,0.0,
184,a womans right,776,1,0.0,
185,to kill,314,1,0.0,
186,the anti abortion,577,1,0.0,
187,abortions in,1370,1,0.0,
188,for Reproductive Rights,694,1,0.0,
189,to terminate,588,1,0.0,
190,cases of rape,639,1,0.0,
191,in the womb,418,1,0.0,
192,of fetuses with,17,1,0.0,
193,idea,940,0,,
194,price,249,0,,
195,ruling,2963,0,,
196,court,7804,0,,
197,care,9382,0,,
198,state,13347,0,,
199,states,9935,0,,
200,free,1304,0,,
201,eligible,582,0,,
202,bishops,214,0,,
203,opportunities,583,0,,
204,federal,5157,0,,
205,right,8764,0,,
206,cases,3774,0,,
207,near total,453,0,,
208,total,902,0,,
209,government,2956,0,,
210,protesters,632,0,,
211,vote,3536,0,,
212,near,839,0,,
213,children,2796,0,,
214,legal,6114,0,,
215,audience,693,0,,
216,laws,6362,0,,
217,justices,2083,0,,
218,police,689,0,,
219,black,1113,0,,
220,original,714,0,,
221,conservative,3052,0,,
222,Northern Ireland,490,0,,
223,New York,2387,0,,
224,administration,2450,0,,
225,charge,786,0,,
226,case,6118,0,,
227,search,163,0,,
228,political,2750,0,,
229,order,2679,0,,
230,dont,3853,0,,
231,pandemic,1416,0,,
232,Mr Trump,157,0,,
233,passed,3781,0,,
234,party,1816,0,,
235,remains,1251,0,,
236,hospitals,894,0,,
237,services,3411,0,,
238,extended,222,0,,
239,one,10075,0,,
240,issue,4269,0,,
241,due,967,0,,
242,imposes,168,0,,
243,support,5076,0,,
244,year,5991,0,,
245,media,1249,0,,
246,sexual,1032,0,,
247,even,5778,0,,
248,courts,2732,0,,
249,program,1358,0,,
250,movement,2148,0,,
251,could,6904,0,,
252,think,3755,0,,
253,get,4668,0,,
254,provide,3236,0,,
255,available,1508,0,,
256,rule,2643,0,,
257,created,1041,0,,
258,weeks,4862,0,,
259,family,2993,0,,
260,years,5180,0,,
261,doctors,4106,0,,
262,large,1009,0,,
263,know,3816,0,,
264,speaker,234,0,,
265,lawmakers,1768,0,,
266,country,3694,0,,
267,effect,2600,0,,
268,friends,356,0,,
269,entertainment,82,0,,
270,rules,1064,0,,
271,statement,2951,0,,
272,wars,140,0,,
273,million,1731,0,,
274,president,3694,0,,
275,church,594,0,,
276,happening,423,0,,
277,conversations,216,0,,
278,bills,2261,0,,
279,legislation,3829,0,,
280,exceptions,1478,0,,
281,public,3233,0,,
282,front,697,0,,
283,inside,425,0,,
284,groups,3184,0,,
285,constitutional,1853,0,,
286,growing,452,0,,
287,opinion,1666,0,,
288,voice,360,0,,
289,breaking,294,0,,
290,week,3639,0,,
291,cultural,240,0,,
292,comments,1046,0,,
293,companies,327,0,,
294,majority,2451,0,,
295,late,2298,0,,
296,added,1839,0,,
297,culture,504,0,,
298,control,2511,0,,
299,time,5995,0,,
300,private,702,0,,
301,counter,224,0,,
302,want,3614,0,,
303,becoming,402,0,,
304,term,2770,0,,
305,report,1457,0,,
306,liberty,351,0,,
307,article,902,0,,
308,Mexico City,263,0,,
309,last,4111,0,,
310,judge,1984,0,,
311,funding,2648,0,,
312,meet,643,0,,
313,voters,1718,0,,
314,left,1866,0,,
315,system,687,0,,
316,presidential,1435,0,,
317,license,848,0,,
318,expected,712,0,,
319,really,2083,0,,
320,male,365,0,,
321,countries,781,0,,
322,woman,5066,0,,
323,debate,1996,0,,
324,procedures,1819,0,,
325,decision,6202,0,,
326,much,2495,0,,
327,Latin America,130,0,,
328,freedom,1069,0,,
329,views,1100,0,,
330,photo,290,0,,
331,predominantly,67,0,,
332,activists,1849,0,,
333,taxpayer,775,0,,
334,spokesman,218,0,,
335,indispensable,89,0,,
336,nominee,603,0,,
337,institutions,169,0,,
338,Aid Access,219,0,,
339,good,1402,0,,
340,six,2131,0,,
341,population,520,0,,
342,including,3841,0,,
343,way,3531,0,,
344,best,1356,0,,
345,presidency,203,0,,
346,mass,223,0,,
347,without,2885,0,,
348,organisation,115,0,,
349,self,960,0,,
350,never,2055,0,,
351,advocates,2028,0,,
352,death,1605,0,,
353,since,2769,0,,
354,illegal,1589,0,,
355,mothers,1638,0,,
356,made,3307,0,,
357,signed,2194,0,,
358,old,1732,0,,
359,social,1397,0,,
360,friend,306,0,,
361,fight,1755,0,,
362,two,4364,0,,
363,class,328,0,,
364,opinions,300,0,,
365,justice,1316,0,,
366,member,704,0,,
367,leader,424,0,,
368,nationwide,865,0,,
369,liberal,1011,0,,
370,politicians,1323,0,,
371,crisis,1173,0,,
372,person,1811,0,,
373,right wing,258,0,,
374,wing,491,0,,
375,pay,1218,0,,
376,policy,2454,0,,
377,slavery,373,0,,
378,outside,1650,0,,
379,expressed,429,0,,
380,fact,2074,0,,
381,governor,1557,0,,
382,former,1449,0,,
383,group,2870,0,,
384,man,860,0,,
385,white,902,0,,
386,opponents,1136,0,,
387,make,5180,0,,
388,populations,119,0,,
389,take,3726,0,,
390,seeking,1871,0,,
391,video,860,0,,
392,believe,2258,0,,
393,home,1586,0,,
394,five,1240,0,,
395,author,479,0,,
396,dissent,506,0,,
397,hearing,1064,0,,
398,three,2609,0,,
399,argued,1285,0,,
400,already,2544,0,,
401,day,2113,0,,
402,stock,69,0,,
403,need,2970,0,,
404,necessarily,232,0,,
405,film,519,0,,
406,director,1661,0,,
407,grounds,287,0,,
408,amendment,1399,0,,
409,referendum,276,0,,
410,likely,2156,0,,
411,reporting,398,0,,
412,issues,1691,0,,
413,decades,1136,0,,
414,Democratic Party,455,0,,
415,nationalist,43,0,,
416,Buenos Aires,50,0,,
417,might,2008,0,,
418,study,999,0,,
419,results,421,0,,
420,remarks,493,0,,
421,politics,962,0,,
422,point,1953,0,,
423,record,948,0,,
424,campaign,2050,0,,
425,early,1522,0,,
426,see,2456,0,,
427,demand,630,0,,
428,represent,275,0,,
429,cent,59,0,,
430,Catholic country,43,0,,
431,matter,1439,0,,
432,use,2178,0,,
433,must,2265,0,,
434,poor,842,0,,
435,gathered,156,0,,
436,whether,3065,0,,
437,head,530,0,,
438,values,458,0,,
439,speech,895,0,,
440,verdict,54,0,,
441,leaders,891,0,,
442,top,562,0,,
443,third,1471,0,,
444,still,2669,0,,
445,didnt,1777,0,,
446,work,2235,0,,
447,practice,902,0,,
448,every,2721,0,,
449,blocked,1275,0,,
450,candidates,1234,0,,
451,United States Supreme,822,0,,
452,Donald Trump,1085,0,,
453,drug,538,0,,
454,measure,1343,0,,
455,conservatives,1092,0,,
456,special,501,0,,
457,minister,205,0,,
458,funds,1437,0,,
459,anger,130,0,,
460,following,888,0,,
461,continued,768,0,,
462,enacted,661,0,,
463,congenital,40,0,,
464,company,296,0,,
465,rate,803,0,,
466,demonstrators,116,0,,
467,actually,1399,0,,
468,Chief Justice Roberts,118,0,,
469,travel,855,0,,
470,constitution,363,0,,
471,mean,952,0,,
472,rights advocates,721,0,,
473,non,1115,0,,
474,lawsuit,1059,0,,
475,managed,295,0,,
476,executive,1120,0,,
477,post,732,0,,
478,radical,562,0,,
479,actress,200,0,,
480,judges,1366,0,,
481,doctor,2150,0,,
482,denies,113,0,,
483,information,1343,0,,
484,students,504,0,,
485,nomination,458,0,,
486,lower,910,0,,
487,help,1986,0,,
488,six weeks,1005,0,,
489,officials,1164,0,,
490,opposition,728,0,,
491,rally,690,0,,
492,past,1519,0,,
493,demonstrations,96,0,,
494,feel,1078,0,,
495,research,1169,0,,
496,introduced,838,0,,
497,cant,1497,0,,
498,States Supreme Court,756,0,,
499,burden,971,0,,
500,incremental,155,0,,
501,go,2785,0,,
502,found,2260,0,,
503,hospital,1764,0,,
504,funded,716,0,,
505,federal appeals court,254,0,,
506,parliament,153,0,,
507,issued,989,0,,
508,unconstitutional,1236,0,,
509,unintended,279,0,,
510,change,1574,0,,
511,communities,482,0,,
512,advocacy,592,0,,
513,emergency,1072,0,,
514,election,1220,0,,
515,doesnt,1778,0,,
516,predominantly Catholic,21,0,,
517,name,788,0,,
518,letter,886,0,,
519,Long Bailey,35,0,,
520,President Donald Trump,529,0,,
521,words,738,0,,
522,often,1641,0,,
523,money,1365,0,,
524,prime minister,61,0,,
525,around,2086,0,,
526,perform,1805,0,,
527,repeal,753,0,,
528,teaching,183,0,,
529,strategy,545,0,,
530,lawyers,407,0,,
531,Affordable Care Act,250,0,,
532,prime,117,0,,
533,Democratic presidential,509,0,,
534,conscience,452,0,,
535,back,2873,0,,
536,course,956,0,,
537,accommodation,45,0,,
538,claim,929,0,,
539,based,1837,0,,
540,violence,756,0,,
541,today,1278,0,,
542,agenda,673,0,,
543,put,1841,0,,
544,comment,868,0,,
545,legacy,160,0,,
546,voted,1739,0,,
547,administrations,685,0,,
548,candidate,955,0,,
549,industry,609,0,,
550,others,1166,0,,
551,office,1561,0,,
552,growth,146,0,,
553,stated,440,0,,
554,demonstration,84,0,,
555,Justice Kavanaugh,129,0,,
556,first,4732,0,,
557,question,1699,0,,
558,gatherings,59,0,,
559,things,1239,0,,
560,national,1358,0,,
561,assault,532,0,,
562,require,1089,0,,
563,body,1063,0,,
564,twenty,53,0,,
565,ruled,971,0,,
566,personal,1245,0,,
567,clinic defense,26,0,,
568,Biden administration,16,0,,
569,Protection Act,612,0,,
570,provider,1228,0,,
571,war,484,0,,
572,next,1353,0,,
573,means,1410,0,,
574,overturn,1386,0,,
575,Attorney General,532,0,,
576,professor,528,0,,
577,waiting,748,0,,
578,top court,42,0,,
579,four,1631,0,,
580,regulations,1171,0,,
581,cities,281,0,,
582,threat,612,0,,
583,called,3080,0,,
584,appeal,628,0,,
585,problem,731,0,,
586,argument,892,0,,
587,got,1115,0,,
588,priest,98,0,,
589,evidence,1015,0,,
590,rights activists,325,0,,
591,challenge,1445,0,,
592,search results,28,0,,
593,terms,634,0,,
594,recent,1963,0,,
595,faithful,71,0,,
596,become,1723,0,,
597,noted,942,0,,
598,young,982,0,,
599,rulings,355,0,,
600,US Supreme Court,159,0,,
601,Susan Collins,257,0,,
602,result,1248,0,,
603,infections,106,0,,
604,Judge Barrett,17,0,,
605,rights groups,519,0,,
606,hold,823,0,,
607,accused,486,0,,
608,asked,1948,0,,
609,power,970,0,,
610,saying,2000,0,,
611,claims,723,0,,
612,away,1909,0,,
613,published,579,0,,
614,thing,1186,0,,
615,important,1459,0,,
616,upheld,791,0,,
617,eugenics,349,0,,
618,dollars,705,0,,
619,choose,1286,0,,
620,standing,687,0,,
621,simply,958,0,,
622,innocent,432,0,,
623,bodies,744,0,,
624,programming,80,0,,
625,surgical,841,0,,
626,rural,342,0,,
627,amid,388,0,,
628,low,1104,0,,
629,protecting,874,0,,
630,different,1328,0,,
631,parental,293,0,,
632,process,1172,0,,
633,Margaret Sanger,145,0,,
634,defend,506,0,,
635,position,1713,0,,
636,though,1493,0,,
637,isnt,1201,0,,
638,lawmaker,160,0,,
639,safety,998,0,,
640,came,1334,0,,
641,provision,557,0,,
642,initiative,141,0,,
643,come,1870,0,,
644,The Daily Caller,627,0,,
645,of the,25860,0,,
646,by The Daily,489,0,,
647,the ruling,552,0,,
648,charge to,479,0,,
649,and free,134,0,,
650,in Poland,91,0,,
651,can provide,516,0,,
652,the US,937,0,,
653,this story,118,0,,
654,the procedure,2694,0,,
655,according to,3089,0,,
656,total ban on,227,0,,
657,the court,2765,0,,
658,is available,588,0,,
659,a near total,222,0,,
660,the state,4877,0,,
661,created by,536,0,,
662,provide a,610,0,,
663,to any,689,0,,
664,ban on,1253,0,,
665,is protected,289,0,,
666,a large,632,0,,
667,the Supreme Court,4617,0,,
668,your inbox,405,0,,
669,that can,769,0,,
670,due to,673,0,,
671,protected by,318,0,,
672,the Court,918,0,,
673,to the,13258,0,,
674,on Twitter,1119,0,,
675,to The,304,0,,
676,that matters,210,0,,
677,in Warsaw,33,0,,
678,access to,3421,0,,
679,of our,1339,0,,
680,against the,1183,0,,
681,percent of,2049,0,,
682,she was,1629,0,,
683,ruling by,63,0,,
684,Read more,358,0,,
685,support for,1037,0,,
686,imposes a,56,0,,
687,the Constitutional,41,0,,
688,the pro,1297,0,,
689,the Catholic,368,0,,
690,ADVERTISEMENT The,145,0,,
691,to your inbox,195,0,,
692,protest against,54,0,,
693,in the,21162,0,,
694,Reporting by,44,0,,
695,to have,3249,0,,
696,to The Daily,75,0,,
697,READ MORE,60,0,,
698,delivered to your,152,0,,
699,the law,3781,0,,
700,in front of,394,0,,
701,Biden has,161,0,,
702,the bill,2840,0,,
703,incest,1904,0,,
704,Editing by,45,0,,
705,the coronavirus,891,0,,
706,happening now,57,0,,
707,on the,9229,0,,
708,becoming a,118,0,,
709,by the,4490,0,,
710,of Americas,103,0,,
711,that the,8236,0,,
712,right to,4699,0,,
713,a protest,82,0,,
714,the states,2193,0,,
715,be interested,36,0,,
716,is a,5244,0,,
717,and the,6330,0,,
718,I was,1241,0,,
719,in Mexico,51,0,,
720,the United States,3272,0,,
721,at the,5261,0,,
722,and Justice,130,0,,
723,opinion and,77,0,,
724,for the,7226,0,,
725,Law and,69,0,,
726,during the,1535,0,,
727,going to,2318,0,,
728,in a,7153,0,,
729,that matter,187,0,,
730,would be,3353,0,,
731,reporting on the,96,0,,
732,that he,1800,0,,
733,to fetal,59,0,,
734,on the coronavirus,98,0,,
735,ruling that,432,0,,
736,on Thursday,459,0,,
737,in America,573,0,,
738,views of,110,0,,
739,should be,2919,0,,
740,has been,3022,0,,
741,the author of,180,0,,
742,want to,2216,0,,
743,coronavirus crisis and,81,0,,
744,the clinic,1333,0,,
745,Law and Justice,44,0,,
746,is one of,527,0,,
747,the protests,54,0,,
748,a womans,1709,0,,
749,on Twitter at,105,0,,
750,do not,1366,0,,
751,against a,231,0,,
752,women who,2079,0,,
753,their own,1349,0,,
754,front of the,262,0,,
755,to get,2306,0,,
756,It is,1436,0,,
757,the Democratic,1071,0,,
758,he will,275,0,,
759,crisis and,125,0,,
760,a friend,107,0,,
761,in a statement,1506,0,,
762,according to the,1113,0,,
763,infant would be,524,0,,
764,it was,2047,0,,
765,the courts,1362,0,,
766,dont want to,245,0,,
767,it with,109,0,,
768,the views of,66,0,,
769,I think,1632,0,,
770,to be,6541,0,,
771,in Northern Ireland,238,0,,
772,A federal,434,0,,
773,the mother,1416,0,,
774,for Life,1355,0,,
775,of rape,1128,0,,
776,a new,1124,0,,
777,a pregnancy,1290,0,,
778,due to fetal,25,0,,
779,the Obama,186,0,,
780,in prison,606,0,,
781,want to have,137,0,,
782,off with,48,0,,
783,the Little Sisters,85,0,,
784,women in,1292,0,,
785,in the US,341,0,,
786,self managed,175,0,,
787,was a,1789,0,,
788,in cases,924,0,,
789,represent the,86,0,,
790,the case,2024,0,,
791,too many,132,0,,
792,outside the,780,0,,
793,is not,2848,0,,
794,author of,278,0,,
795,with NPR,101,0,,
796,with a,2196,0,,
797,she says,392,0,,
798,the coronavirus crisis,160,0,,
799,that she,1287,0,,
800,years in prison,423,0,,
801,is the,2946,0,,
802,on Friday,533,0,,
803,many of,653,0,,
804,such as,1581,0,,
805,with a friend,25,0,,
806,The infant would,422,0,,
807,to this report,214,0,,
808,the North,55,0,,
809,Little Sisters of,92,0,,
810,the right,2427,0,,
811,for abortions,902,0,,
812,of the Poor,91,0,,
813,Sisters of the,91,0,,
814,life is,724,0,,
815,the Fifth,481,0,,
816,into effect,848,0,,
817,not necessarily,91,0,,
818,cases of,936,0,,
819,with CBS News,100,0,,
820,This article is,134,0,,
821,are their,28,0,,
822,back in,219,0,,
823,have been,2940,0,,
824,it with a,24,0,,
825,will be,2364,0,,
826,one of,2893,0,,
827,and do,172,0,,
828,of women,1681,0,,
829,own and,34,0,,
830,of pregnancy,1667,0,,
831,the justices,618,0,,
832,to years in,300,0,,
833,to million,70,0,,
834,a threat to,121,0,,
835,and more,582,0,,
836,and do not,98,0,,
837,in Alabama,762,0,,
838,the pandemic,536,0,,
839,contributed to this,217,0,,
840,in the United,1337,0,,
841,the country,2507,0,,
842,did not,1843,0,,
843,is that,1446,0,,
844,it is,2870,0,,
845,the Trump,1340,0,,
846,do not necessarily,32,0,,
847,the Senate,1070,0,,
848,of this article,97,0,,
849,too many of,30,0,,
850,this article,276,0,,
851,of a,5135,0,,
852,the Presidents,35,0,,
853,in the state,1561,0,,
854,and I,1059,0,,
855,I dont,1038,0,,
856,this year,1131,0,,
857,a a,78,0,,
858,have too many,22,0,,
859,those who,1151,0,,
860,women and,1440,0,,
861,article on,86,0,,
862,on Monday,580,0,,
863,in Ireland,204,0,,
864,the bishops,49,0,,
865,in Australia,42,0,,
866,during a,653,0,,
867,the government,901,0,,
868,the vote,333,0,,
869,as a,4687,0,,
870,for Biden,43,0,,
871,to have too,20,0,,
872,This is,2031,0,,
873,law in,862,0,,
874,the UK,213,0,,
875,have to,2120,0,,
876,the program,314,0,,
877,for women,1500,0,,
878,they are,1931,0,,
879,a protest against,24,0,,
880,I am,888,0,,
881,a lot of,859,0,,
882,from the,4161,0,,
883,v Wade the,509,0,,
884,court ruling that,48,0,,
885,Biden will,29,0,,
886,the mothers,754,0,,
887,right to an,530,0,,
888,in court,677,0,,
889,his support for,133,0,,
890,the culture,127,0,,
891,be a,1578,0,,
892,the European,41,0,,
893,In this,193,0,,
894,in Buenos Aires,28,0,,
895,Church has,27,0,,
896,on April,125,0,,
897,the new,1229,0,,
898,is more than,159,0,,
899,expected to,454,0,,
900,threat to,300,0,,
901,the Alabama,689,0,,
902,the Affordable Care,256,0,,
903,the federal,905,0,,
904,across the,1611,0,,
905,the past,851,0,,
906,expressed by,16,0,,
907,more than,2503,0,,
908,in cases of,629,0,,
909,of the few,67,0,,
910,of fetuses,60,0,,
911,tip to,115,0,,
912,in Texas,904,0,,
913,the Constitutional Court,21,0,,
914,argued that,712,0,,
915,you know,419,0,,
916,hold a,99,0,,
917,populations that,20,0,,
918,goes into effect,86,0,,
919,with the,4922,0,,
920,own and do,15,0,,
921,women to,1239,0,,
922,team at,117,0,,
923,a law,1093,0,,
924,able to,1768,0,,
925,for comment,412,0,,
926,after a,1034,0,,
927,In the,1626,0,,
928,that would,2274,0,,
929,to protect,1466,0,,
930,had to,784,0,,
931,the Daily Caller,171,0,,
932,a woman,2208,0,,
933,a year,851,0,,
934,of this,1380,0,,
935,that we,1071,0,,
936,the same,2266,0,,
937,up to,1838,0,,
938,the left,355,0,,
939,that they,1839,0,,
940,to provide,1197,0,,
941,way of,213,0,,
942,to do,2331,0,,
943,you kill them,112,0,,
944,about the,2422,0,,
945,a tip,118,0,,
946,or a threat,32,0,,
947,struck down,951,0,,
948,have a,2021,0,,
949,part of,1932,0,,
950,of more than,140,0,,
951,of life,591,0,,
952,other states,813,0,,
953,the federal government,286,0,,
954,to this,667,0,,
955,that he will,80,0,,
956,who are,1413,0,,
957,the issue,1562,0,,
958,of the Catholic,80,0,,
959,would have,1954,0,,
960,which has,409,0,,
961,If you,597,0,,
962,the bottom of,85,0,,
963,the FDA,224,0,,
964,likely to,1009,0,,
965,in recent,501,0,,
966,to preserve,456,0,,
967,detected,849,0,,
968,not be,1620,0,,
969,is essential,154,0,,
970,funding for,677,0,,
971,or a,479,0,,
972,to say,997,0,,
973,Thank you,255,0,,
974,to CBS News,77,0,,
975,out of,2300,0,,
976,in England,95,0,,
977,head of,201,0,,
978,the baby,760,0,,
979,was the,1108,0,,
980,exceptions for,700,0,,
981,women are,718,0,,
982,on abortions,376,0,,
983,on March,174,0,,
984,the Fifth Circuit,327,0,,
985,abortions after,839,0,,
986,of use,73,0,,
987,the predominantly,20,0,,
988,of Americans,908,0,,
989,the religious,165,0,,
990,to take,1631,0,,
991,in the case,561,0,,
992,Twitter and Facebook,85,0,,
993,president of,1041,0,,
994,not be in,81,0,,
995,per cent of,34,0,,
996,the case of,395,0,,
997,That is,356,0,,
998,here and here,72,0,,
999,for comment from,106,0,,
